id,x,y,group,parent
cell1_176,-2.4506266918554305,4.164486783590305,B cells,Immune
cell1_177,-2.143027561985638,4.034466398899336,B cells,Immune
cell1_178,-1.7400193268334918,4.176737807665542,B cells,Immune
cell1_179,-1.8012266983965581,4.222036723763069,B cells,Immune
cell1_180,-2.7854451075204807,3.587042814554101,B cells,Immune
cell1_181,-1.9595691735027487,3.3727016752027135,B cells,Immune
cell1_182,-0.7071178932138038,4.928724433374191,B cells,Immune
cell1_183,-2.741137921243369,3.7132713930169503,B cells,Immune
cell1_184,-1.0522288392279586,4.493841711310734,B cells,Immune
cell1_185,-2.148989196479056,4.030128597940003,B cells,Immune
cell1_186,-1.2036379506933308,3.9130395251363406,B cells,Immune
cell1_187,-1.017571773738304,4.309803482628553,B cells,Immune
cell1_188,-1.0842957134523359,4.478127325285037,B cells,Immune
cell1_189,-0.9358983167345853,4.63635620795481,B cells,Immune
cell1_190,-1.9749249613299948,4.302413931982863,B cells,Immune
cell1_191,-2.8188722515057383,3.0034269126263027,B cells,Immune
cell1_192,-2.072502310459724,4.002516597025908,B cells,Immune
cell1_193,-2.4814734056160748,4.234941550448222,B cells,Immune
cell1_194,-1.2735863876357953,3.95916364416662,B cells,Immune
cell1_195,-2.667208894887477,3.337025156851499,B cells,Immune
cell1_196,-1.9332019447082254,3.535607826487073,B cells,Immune
cell1_197,-1.2518207626654914,3.9395365248858885,B cells,Immune
cell1_198,-1.7349379104395177,3.512464176426934,B cells,Immune
cell1_199,-3.583577282015667,3.5551615028606287,B cells,Immune
cell1_200,-2.403182803069394,4.075030007408134,B cells,Immune
cell1_201,-1.4316283722863936,4.37642575058753,B cells,Immune
cell1_202,-1.6662043126429278,4.844149023230828,B cells,Immune
cell1_203,-2.715118766042277,4.155120098562079,B cells,Immune
cell1_204,-1.198043219386208,4.029993215664155,B cells,Immune
cell1_205,-1.7924900475836067,3.7734714525743516,B cells,Immune
cell1_206,-2.202938462980857,3.9811581749402056,B cells,Immune
cell1_207,-2.1460366749682014,3.171415583941058,B cells,Immune
cell1_208,-2.088673582179134,3.2898452821219397,B cells,Immune
cell1_209,-1.5787516024236081,4.352962301446079,B cells,Immune
cell1_210,-1.879413076287241,4.20082155623611,B cells,Immune
cell1_211,-2.06805926486039,3.592038335641824,B cells,Immune
cell1_212,-2.7796736962214688,3.580010652187575,B cells,Immune
cell1_213,-2.4665973467881415,4.344395793496037,B cells,Immune
cell1_214,-1.609958126436298,3.703986211940803,B cells,Immune
cell1_215,-1.6887587130722046,4.587948832065786,B cells,Immune
cell1_216,-2.3370532523616854,3.71236232302478,B cells,Immune
cell1_217,-1.2496634107690605,4.624916470242251,B cells,Immune
cell1_218,-2.3134602326713067,3.505178229227999,B cells,Immune
cell1_219,-2.428418005073568,3.204430855340541,B cells,Immune
cell1_220,-1.5159147490311788,4.032102757037628,B cells,Immune
cell1_221,-1.254835761869309,3.73960607359594,B cells,Immune
cell1_222,-1.6686034210431788,5.104550226867113,B cells,Immune
cell1_223,-2.0997753011136546,3.937558042261721,B cells,Immune
cell1_224,-2.289458864023906,4.049763927184047,B cells,Immune
cell1_225,-2.1875749892330973,3.4548313352836737,B cells,Immune
cell1_226,-1.4240413035914579,4.4085914915125475,B cells,Immune
cell1_227,-0.898198486827501,5.27901746646107,B cells,Immune
cell1_228,-3.4209154231912065,2.6857898973872594,B cells,Immune
cell1_229,-2.7808027664443484,4.0848795981858474,B cells,Immune
cell1_230,-1.8857905766833747,4.350795588749568,B cells,Immune
cell1_231,-2.5376038353401995,3.569481828123907,B cells,Immune
cell1_232,-1.8821626376729788,4.832853013122188,B cells,Immune
cell1_233,-1.5218921244923196,4.320026696165164,B cells,Immune
cell1_234,-1.2709097901336088,4.848055653320538,B cells,Immune
cell1_235,-1.5621629760223694,3.2581484675721395,B cells,Immune
cell1_236,-1.7339916565613103,4.606328642707095,B cells,Immune
cell1_237,-2.3247593473291834,3.666390038575265,B cells,Immune
cell1_238,-1.5109941491049947,4.190923610985307,B cells,Immune
cell1_239,-1.9241655312205161,3.515783092102363,B cells,Immune
cell1_240,-2.84011280937695,3.656743914093954,B cells,Immune
cell1_241,-1.6205929917157689,4.606966644808674,B cells,Immune
cell1_242,-1.4242786928953008,4.395904626964464,B cells,Immune
cell1_243,-1.3900606242672162,5.065230094702446,B cells,Immune
cell1_244,-1.1497581132801726,4.673639820491504,B cells,Immune
cell1_245,-1.8728581748825626,4.093089234875988,B cells,Immune
cell1_246,-1.5222344088753337,3.95528550730757,B cells,Immune
cell1_247,-3.912955812766761,3.4495632737479798,B cells,Immune
cell1_248,-1.6438188514740986,3.586116690997884,B cells,Immune
cell1_249,-0.6833540388882753,4.417187688565266,B cells,Immune
cell1_250,-1.6841796811535485,4.2346192552504105,B cells,Immune
cell1_251,-1.088656388536679,4.928007579612748,B cells,Immune
cell1_252,-1.7447118248539335,3.760200012989992,B cells,Immune
cell1_253,-3.4356453919556733,4.327486957963582,B cells,Immune
cell1_254,-2.4711784036832003,3.8154061211737478,B cells,Immune
cell1_255,-2.3161362231970912,4.172329566103631,B cells,Immune
cell1_256,-2.598787292072378,3.373012144670874,B cells,Immune
cell1_257,-2.7932013190353504,3.937976163256532,B cells,Immune
cell1_258,-1.1097824501584266,4.218396703554396,B cells,Immune
cell1_259,-2.71827600892975,3.791675146481153,B cells,Immune
cell2_0,0.9191000961568259,1.1429062333146978,Myeloid,Immune
cell2_1,0.5727684633550608,0.33893112404186165,Myeloid,Immune
cell2_2,0.24041794011926132,1.050442478694869,Myeloid,Immune
cell2_3,0.605101986716566,1.3406188242345625,Myeloid,Immune
cell2_4,0.00760415264412768,1.4602328905830266,Myeloid,Immune
cell2_5,-0.2623698739348694,1.0889312806445235,Myeloid,Immune
cell2_6,-0.05113728268848352,1.3689632331642123,Myeloid,Immune
cell2_7,1.3949446713342808,0.7922260123105157,Myeloid,Immune
cell2_8,0.5176817789896845,0.9918806669472462,Myeloid,Immune
cell2_9,-0.01927196448469435,1.2683058715643218,Myeloid,Immune
cell2_10,-0.35347642321863215,0.9841322392732156,Myeloid,Immune
cell2_11,-1.702519725133028,-0.3645266327736296,Myeloid,Immune
cell2_12,-0.2393691768026282,1.3577151550856181,Myeloid,Immune
cell2_13,0.797830830317858,0.9958746286183863,Myeloid,Immune
cell2_14,0.8165218075507068,0.8454378719587543,Myeloid,Immune
cell2_15,0.6209253148062968,0.9887740212955597,Myeloid,Immune
cell2_16,-0.021571244834391,1.1675931734199234,Myeloid,Immune
cell2_17,0.7105181376745172,1.3940403677252895,Myeloid,Immune
cell2_18,0.4192926602655885,1.1554594481827554,Myeloid,Immune
cell2_19,0.4187087680051694,1.301784460334463,Myeloid,Immune
cell2_20,0.05887808095951364,1.8301872472043694,Myeloid,Immune
cell2_21,-0.21054423640999853,-0.13180112688880374,Myeloid,Immune
cell2_22,0.4139083971181577,1.0042043349946002,Myeloid,Immune
cell2_23,0.15133041634274919,0.7191169574661392,Myeloid,Immune
cell2_24,-1.1071579974094046,0.6527734674783562,Myeloid,Immune
cell2_25,-0.09084586381169933,1.523381553534352,Myeloid,Immune
cell2_26,1.3114820244675238,1.7869020047288715,Myeloid,Immune
cell2_27,-0.0485703463841267,1.338244676431271,Myeloid,Immune
cell2_28,0.1082655375667986,1.395219082476919,Myeloid,Immune
cell2_29,-0.20035865737754485,0.44480479075049617,Myeloid,Immune
cell2_30,0.2899644346929971,0.7387454664738333,Myeloid,Immune
cell2_31,-0.15140986827026706,1.7918282132819883,Myeloid,Immune
cell2_32,-0.01400385849203794,0.8803947576606052,Myeloid,Immune
cell2_33,0.12486714185633672,1.1345805523584123,Myeloid,Immune
cell2_34,-0.5548249526108606,0.519271484805456,Myeloid,Immune
cell2_35,1.0492047888488238,0.9197986640521509,Myeloid,Immune
cell2_36,-0.4806783267315535,0.9799852195085643,Myeloid,Immune
cell2_37,0.9834800581194932,0.7285352297633929,Myeloid,Immune
cell2_38,-0.004171346121106963,0.8319115694281759,Myeloid,Immune
cell2_39,0.1571645479058438,0.9745708738300295,Myeloid,Immune
cell2_40,0.8687860551000014,0.7950618579812839,Myeloid,Immune
cell2_41,0.7245839403693265,1.5029412512446343,Myeloid,Immune
cell2_42,0.39782033188232685,0.9910756221798397,Myeloid,Immune
cell2_43,-0.4841325254440178,0.3337573046999903,Myeloid,Immune
cell2_44,-1.277196837189608,1.1725711037986024,Myeloid,Immune
cell2_45,0.42126765475124667,1.3876536354318927,Myeloid,Immune
cell2_46,0.4808655074296801,1.9718674130818958,Myeloid,Immune
cell2_47,-1.5037499248866577,1.0461759432963174,Myeloid,Immune
cell2_48,-0.32741239816028955,0.44592588597931626,Myeloid,Immune
cell2_49,-0.9989486131257683,1.1638304801039572,Myeloid,Immune
cell2_50,0.06458652494971732,0.4539617954254761,Myeloid,Immune
cell2_51,-0.3316113853958565,0.32486666141289333,Myeloid,Immune
cell2_52,-0.6147796411187048,0.939215852400294,Myeloid,Immune
cell2_53,0.0880374581713327,1.1219759715233066,Myeloid,Immune
cell2_54,0.16150092936551405,0.42035635790458536,Myeloid,Immune
cell2_55,-0.5497017820266953,0.9762372258398917,Myeloid,Immune
cell2_56,0.38548849011980146,0.6730738295529792,Myeloid,Immune
cell2_57,-1.0816701034583578,0.26791016616286856,Myeloid,Immune
cell2_58,-0.1945806250410719,0.757669079409916,Myeloid,Immune
cell2_59,-0.7788195816960887,0.6080311575734678,Myeloid,Immune
cell2_60,0.9574968841873193,0.6589696196360046,Myeloid,Immune
cell2_61,0.5676032608131819,1.1227650386619674,Myeloid,Immune
cell2_62,-0.20269750351506313,0.8272872990757721,Myeloid,Immune
cell2_63,-1.0977219876436457,0.4238120756918492,Myeloid,Immune
cell2_64,1.4680034234425114,1.5864215224439404,Myeloid,Immune
cell2_65,0.15829547870650118,0.8865565687335616,Myeloid,Immune
cell2_66,0.015294835315818418,0.9307521235972137,Myeloid,Immune
cell2_67,0.1616228917868973,0.9313274278225887,Myeloid,Immune
cell2_68,-0.14024568093500797,1.0751026777742498,Myeloid,Immune
cell2_69,0.7246719613131575,0.9000520346301589,Myeloid,Immune
cell2_70,-0.4067302184420501,0.7366018307865183,Myeloid,Immune
cell2_71,-0.6833104271449904,0.6246670883807371,Myeloid,Immune
cell2_72,0.7256884675156249,1.6139701109271862,Myeloid,Immune
cell2_73,0.48367099805961994,1.4731578248783483,Myeloid,Immune
cell2_74,-1.0816137004431152,1.2229297713459104,Myeloid,Immune
cell2_75,-0.39468313938458655,1.0635176937665227,Myeloid,Immune
cell2_76,-1.140492333934385,0.40127349455188654,Myeloid,Immune
cell2_77,0.08790152731615947,1.2963905477393105,Myeloid,Immune
cell2_78,0.23501396259221582,1.2082061024690411,Myeloid,Immune
cell2_79,-1.3337549858749262,0.4980727503389307,Myeloid,Immune
cell2_80,0.49802120623451845,1.5166779862133215,Myeloid,Immune
cell2_81,1.6922009645959486,1.9207481758594587,Myeloid,Immune
cell2_82,-0.25828237331168596,0.9116607435892039,Myeloid,Immune
cell2_83,0.2536097087442147,0.7277526606967335,Myeloid,Immune
cell2_84,0.29493567194300735,1.1357280884343404,Myeloid,Immune
cell2_85,0.8511843207109686,1.9799504226933085,Myeloid,Immune
cell2_86,0.7929941201371643,1.6283915823380033,Myeloid,Immune
cell2_87,1.0978194460750865,1.426259977166374,Myeloid,Immune
cell2_88,-0.40428735539894917,-0.010706213437123857,Myeloid,Immune
cell2_89,0.10369265206474694,1.9003434106452413,Myeloid,Immune
cell2_90,1.41900840284048,2.0652709657857042,Myeloid,Immune
cell2_91,-0.09448494082198969,1.4041448839385047,Myeloid,Immune
cell2_92,-0.04060304252020812,1.5042360443495597,Myeloid,Immune
cell2_93,-0.523833501892468,0.6755760323687126,Myeloid,Immune
cell2_94,1.0913747942227912,1.238952871642993,Myeloid,Immune
cell2_95,-0.2697879141272235,0.7091980959863816,Myeloid,Immune
cell2_96,0.5648613800827404,1.5217643547335173,Myeloid,Immune
cell2_97,0.5607001959734196,1.2238458781644541,Myeloid,Immune
cell2_98,0.8234278835674039,1.802941734099177,Myeloid,Immune
cell2_99,-0.7443312947066715,0.5979988985526892,Myeloid,Immune
cell2_100,0.7550005444162324,1.2201132461874087,Myeloid,Immune
cell2_101,0.24690436181303943,1.4243265131661884,Myeloid,Immune
cell2_102,-0.304468129897631,0.37534839675500253,Myeloid,Immune
cell2_103,0.6496495340047639,1.2028234680002006,Myeloid,Immune
cell2_104,-0.22670956545753743,-0.06530598590471204,Myeloid,Immune
cell2_105,-0.39749349984982163,0.26818250516556463,Myeloid,Immune
cell2_106,-0.018002623952449323,1.5288852289456583,Myeloid,Immune
cell2_107,-0.042361852080286304,0.5935063634580138,Myeloid,Immune
cell2_108,0.8648831226747531,0.7266032129909823,Myeloid,Immune
cell2_109,-0.2528288803318963,0.5600947177627058,Myeloid,Immune
cell2_110,-0.4235992742052327,0.8237883722047499,Myeloid,Immune
cell2_111,-0.32273470818305483,1.0290500747932942,Myeloid,Immune
cell2_112,0.8142910766661637,1.8115518356575717,Myeloid,Immune
cell2_113,0.060051655144742866,1.3497067668424672,Myeloid,Immune
cell2_114,1.3640144844513133,1.0359796342268877,Myeloid,Immune
cell2_115,0.025843332562929047,1.2488506423523664,Myeloid,Immune
cell2_116,0.27446416924229033,0.908161786633084,Myeloid,Immune
cell2_117,-0.43576110881755414,0.684303492199194,Myeloid,Immune
cell2_118,-0.435709808823316,1.1098285336069904,Myeloid,Immune
cell2_119,0.34668585456153883,1.1839145065035668,Myeloid,Immune
cell2_120,1.3781779026583012,1.6205421555608184,Myeloid,Immune
cell2_121,0.8204144986401132,1.2779772725404253,Myeloid,Immune
cell2_122,0.3313724542875729,1.1268615477913646,Myeloid,Immune
cell2_123,0.9621630263543101,2.4835327296179193,Myeloid,Immune
cell2_124,-1.9310535667660285,0.2889787774080811,Myeloid,Immune
cell2_125,1.6895107506716496,1.3571198633302128,Myeloid,Immune
cell2_126,-0.3499081977131506,1.0760203984458445,Myeloid,Immune
cell2_127,-0.1277289309551953,1.1535715843281467,Myeloid,Immune
cell2_128,0.7855796354098857,1.9640731143880856,Myeloid,Immune
cell2_129,-0.1814890449876133,1.0619406752180263,Myeloid,Immune
cell2_130,-0.9565541947145058,0.7592245814175088,Myeloid,Immune
cell2_131,-0.2808022645024277,1.2455843283332593,Myeloid,Immune
cell2_132,0.28215707041059673,1.3750194235248019,Myeloid,Immune
cell2_133,-0.4785366826999941,0.35346974283703414,Myeloid,Immune
cell2_134,0.5417659142556588,1.2739661974476324,Myeloid,Immune
cell2_135,-0.5858639081547307,0.7272584490875115,Myeloid,Immune
cell2_136,-0.33616476793510647,0.21165988332751395,Myeloid,Immune
cell2_137,-0.5112903996776503,0.9336562123330516,Myeloid,Immune
cell2_138,0.39013856925984247,1.7368852219723658,Myeloid,Immune
cell2_139,0.8915664901829108,1.6324565199064327,Myeloid,Immune
cell2_140,0.7348084380991398,1.6604020872704144,Myeloid,Immune
cell2_141,-0.22901828219160708,0.8992497899631495,Myeloid,Immune
cell2_142,-0.6639520006342338,0.6645405455493056,Myeloid,Immune
cell2_143,-0.5685521255222676,0.4263469416868355,Myeloid,Immune
cell2_144,0.23890337872188921,0.8021616799115101,Myeloid,Immune
cell2_145,-0.13043967296074443,0.670226127832591,Myeloid,Immune
cell2_146,0.19269677402332674,0.9830123509633324,Myeloid,Immune
cell2_147,0.5881256777564268,0.9645002420723344,Myeloid,Immune
cell2_148,0.5826925036921006,0.6050096848403363,Myeloid,Immune
cell2_149,0.3890148884988296,0.6928012481744874,Myeloid,Immune
cell2_150,0.5619600279865916,1.5612859363139697,Myeloid,Immune
cell2_151,0.3469309830809778,1.2187842192571838,Myeloid,Immune
cell2_152,0.4463091619303265,1.1875748128005434,Myeloid,Immune
cell2_153,0.7797906298672843,1.3095077387830882,Myeloid,Immune
cell2_154,0.38102567544391325,1.1077675008721135,Myeloid,Immune
cell2_155,0.14174255428944982,0.6076145961175963,Myeloid,Immune
cell2_156,0.7638690259805481,1.4995410003880458,Myeloid,Immune
cell2_157,-0.14826968386086467,1.058905376205507,Myeloid,Immune
cell2_158,0.6125202478857709,1.4868330324723211,Myeloid,Immune
cell2_159,-0.37385671494243333,1.0494983909781468,Myeloid,Immune
cell2_160,-0.5336460629228731,0.47392066729871063,Myeloid,Immune
cell2_161,0.05235870088452486,0.7811220610146462,Myeloid,Immune
cell2_162,-0.1816752215789562,0.4881490027791143,Myeloid,Immune
cell2_163,-0.9252558652795483,0.5303240628742469,Myeloid,Immune
cell2_164,0.1997644556243288,1.4050363524288838,Myeloid,Immune
cell2_165,-1.4279124271221184,0.4329068999098483,Myeloid,Immune
cell2_166,-0.9961093320935075,0.55963618856808,Myeloid,Immune
cell2_167,-0.2149428468922811,0.932753119743189,Myeloid,Immune
cell2_168,-0.6480845982317971,0.41052209412369145,Myeloid,Immune
cell2_169,0.48875265779080035,1.0212686316965596,Myeloid,Immune
cell2_170,0.3267843722874349,0.32328066000295297,Myeloid,Immune
cell2_171,0.780720973300706,0.7989759286461029,Myeloid,Immune
cell2_172,0.413624294419311,0.5487807540588447,Myeloid,Immune
cell2_173,0.2996244078978472,0.56787178184227,Myeloid,Immune
cell2_174,-0.38994959975596394,1.473805442029403,Myeloid,Immune
cell2_175,0.336637743477858,1.3178093044981687,Myeloid,Immune
cell2_176,0.4717525309652564,1.9321224170271383,Myeloid,Immune
cell2_177,-0.2560783792558433,1.3739838328217817,Myeloid,Immune
cell2_178,0.4900773712919636,1.0574810574773656,Myeloid,Immune
cell2_179,1.0335658075726462,1.7986797848744898,Myeloid,Immune
cell2_180,0.041324067286368206,1.0690374208391484,Myeloid,Immune
cell2_181,-0.1583809558686444,0.7346529156334646,Myeloid,Immune
cell2_182,-1.077948243657431,0.8357510591201283,Myeloid,Immune
cell2_183,0.5789380886335723,1.4599493449355527,Myeloid,Immune
cell2_184,0.10707276232664949,0.7007751890357696,Myeloid,Immune
cell2_185,1.066418296272765,1.085519953065522,Myeloid,Immune
cell2_186,0.343502705643948,0.8910479351411245,Myeloid,Immune
cell2_187,-1.013004751073466,0.8397919116698538,Myeloid,Immune
cell2_188,-0.4805316556016473,0.7920566678955474,Myeloid,Immune
cell2_189,1.061363757402941,1.209776729669006,Myeloid,Immune
cell2_190,-1.0216181071722668,-0.02484317494164645,Myeloid,Immune
cell2_191,-0.25940645529668327,1.0487653829530754,Myeloid,Immune
cell2_192,-0.9860974249745449,0.42557462936279267,Myeloid,Immune
cell2_193,-0.4758133843728065,1.4810280920812977,Myeloid,Immune
cell2_194,1.2062026260751242,1.0131115898369352,Myeloid,Immune
cell2_195,1.9452220021659832,1.0763338515980143,Myeloid,Immune
cell2_196,-0.23919893849220292,1.6218310620424106,Myeloid,Immune
cell2_197,-0.2546288987069222,1.4931599681898238,Myeloid,Immune
cell2_198,0.734204456784744,1.3918690088585164,Myeloid,Immune
cell2_199,0.20947652981454842,1.683138184147115,Myeloid,Immune
cell2_200,-0.10227517808676533,0.3078778435248798,Myeloid,Immune
cell2_201,-0.2014125931608846,1.094474609628286,Myeloid,Immune
cell2_202,0.2684669875126148,1.4349298089928233,Myeloid,Immune
cell2_203,0.276716869177287,0.8106254962134496,Myeloid,Immune
cell2_204,-0.8324960772286022,0.9470789592397931,Myeloid,Immune
cell2_205,-0.40274490526490436,0.6574909059680188,Myeloid,Immune
cell2_206,-0.23317047944863964,1.2736720405157755,Myeloid,Immune
cell2_207,1.1872280471878232,1.7570118682817273,Myeloid,Immune
cell2_208,0.6741081385705425,1.6533337941157726,Myeloid,Immune
cell2_209,-0.2932703386713482,1.1475716030178187,Myeloid,Immune
cell2_210,-0.2106359811125855,0.8915736669406591,Myeloid,Immune
cell2_211,-0.16675138560103936,0.8214165752900471,Myeloid,Immune
cell2_212,-0.8401348772984678,0.2295655186720842,Myeloid,Immune
cell2_213,0.5839705439301697,0.5443354862788111,Myeloid,Immune
cell2_214,0.13655928129518374,-0.19394119010056254,Myeloid,Immune
cell2_215,-0.7799524306566596,0.8484872770601144,Myeloid,Immune
cell2_216,0.12855865041622247,0.6896414735476275,Myeloid,Immune
cell2_217,-0.16406616705216123,0.5173168920280183,Myeloid,Immune
cell2_218,-0.9783096630644912,0.8990225447957026,Myeloid,Immune
cell2_219,-0.6627172799222572,0.6576899871369034,Myeloid,Immune
cell2_220,-0.9979085753968683,0.7593813100111374,Myeloid,Immune
cell2_221,-0.4132761321300511,1.140006452083424,Myeloid,Immune
cell2_222,0.061784466089935035,1.365901086474096,Myeloid,Immune
cell2_223,0.6039357809905912,0.9038705380446128,Myeloid,Immune
cell2_224,-0.7638846963513791,1.2316912569135012,Myeloid,Immune
cell2_225,0.6248132716067761,1.117172417097733,Myeloid,Immune
cell2_226,0.602240892832991,2.4551280781854943,Myeloid,Immune
cell2_227,0.09338093584857168,1.8270967398771312,Myeloid,Immune
cell2_228,-1.400604225196095,0.41925826089698615,Myeloid,Immune
cell2_229,0.2350954681098058,2.4111091426207105,Myeloid,Immune
cell2_230,0.8281939398588231,1.9619284680319091,Myeloid,Immune
cell2_231,0.29261339843039996,1.1761824186104473,Myeloid,Immune
cell2_232,-0.14821007111408946,1.5807534850947453,Myeloid,Immune
cell2_233,0.8894950806179526,1.9992812886431444,Myeloid,Immune
cell2_234,-0.32287768234540076,0.9163420512216199,Myeloid,Immune
cell2_235,-0.19890077824571908,0.6098933090298368,Myeloid,Immune
cell2_236,-0.700856865259556,0.4112306137283509,Myeloid,Immune
cell2_237,0.9224171772783063,1.4255067085199782,Myeloid,Immune
cell2_238,-0.5146366150422105,1.2788327181677333,Myeloid,Immune
cell2_239,-0.8657246146254512,0.8227892320382705,Myeloid,Immune
cell2_240,0.24993666017278907,1.6160397261155355,Myeloid,Immune
cell2_241,-0.3698834019073965,0.8042724495683607,Myeloid,Immune
cell2_242,0.12374349707050127,0.6883496909848509,Myeloid,Immune
cell2_243,1.706052811116573,1.3825704372884324,Myeloid,Immune
cell2_244,0.5575771100869886,1.2457357651055803,Myeloid,Immune
cell2_245,0.1200577526935783,0.9408055796446867,Myeloid,Immune
cell2_246,0.7508882565771626,1.5344128295235264,Myeloid,Immune
cell2_247,-0.5719256023684473,0.2898545012313972,Myeloid,Immune
cell2_248,-0.5679265751658035,0.8860904459284272,Myeloid,Immune
cell2_249,0.18350834794182738,1.227623993165129,Myeloid,Immune
cell2_250,0.3099874358806922,1.133000124893574,Myeloid,Immune
cell2_251,-0.3056541458832955,1.366680787315357,Myeloid,Immune
cell2_252,-0.6250559456850138,0.43379652783343436,Myeloid,Immune
cell2_253,-0.35207978706383336,0.7600431940811402,Myeloid,Immune
cell2_254,-0.3456436429875093,0.9205872575059857,Myeloid,Immune
cell2_255,-0.1936269453135438,0.239135305458281,Myeloid,Immune
cell2_256,-0.2040337028961269,0.4152198605417392,Myeloid,Immune
cell2_257,-1.438924285685546,0.3017081941462091,Myeloid,Immune
cell2_258,0.6901748867184015,1.082170059917915,Myeloid,Immune
cell2_259,-0.2746013586336025,0.4322166008675753,Myeloid,Immune
cell3_0,3.1576819115168657,3.692486497545747,Stromal,Tissue
cell3_1,3.203335246958127,4.287341435220695,Stromal,Tissue
cell3_2,2.6737119584649007,3.6423696375699577,Stromal,Tissue
cell3_3,2.598361576019881,3.8036397157168915,Stromal,Tissue
cell3_4,2.308878133910733,3.4156473913242618,Stromal,Tissue
cell3_5,3.3425832145869485,4.7336379688432375,Stromal,Tissue
cell3_6,3.5159962101920996,4.286793316184545,Stromal,Tissue
cell3_7,2.799388475440697,3.7065496626223533,Stromal,Tissue
cell3_8,4.2656093477738395,5.004846028121171,Stromal,Tissue
cell3_9,4.328252184682665,3.7832395406893267,Stromal,Tissue
cell3_10,3.1642782550736177,3.543023760130992,Stromal,Tissue
cell3_11,3.803246816098955,4.537932301436253,Stromal,Tissue
cell3_12,3.1870208738795514,3.1230357753861946,Stromal,Tissue
cell3_13,2.8562709372411805,3.813866273017541,Stromal,Tissue
cell3_14,2.86634818816461,4.04293361507868,Stromal,Tissue
cell3_15,2.6811969217233838,2.83134944171678,Stromal,Tissue
cell3_16,3.1071598288807096,3.3683149495380587,Stromal,Tissue
cell3_17,3.4610425987931865,4.462679735545022,Stromal,Tissue
cell3_18,3.6310463332530274,4.482290755572427,Stromal,Tissue
cell3_19,2.6566877426517843,3.843860007199115,Stromal,Tissue
cell3_20,2.114345540376621,3.5821533467954545,Stromal,Tissue
cell3_21,3.5183093180885563,4.684213414980662,Stromal,Tissue
cell3_22,3.739252221153431,4.195629998649991,Stromal,Tissue
cell3_23,2.9379910494119104,3.75953848249025,Stromal,Tissue
cell3_24,2.5687366962276714,3.9526822410226523,Stromal,Tissue
cell3_25,3.7977200727563227,3.23956527989794,Stromal,Tissue
cell3_26,3.5097883825675016,4.160336980427807,Stromal,Tissue
cell3_27,3.5184166344387453,5.033675663176364,Stromal,Tissue
cell3_28,3.818990940931598,4.308926918693315,Stromal,Tissue
cell3_29,3.2057752852074857,3.9583963217478715,Stromal,Tissue
cell3_30,3.8062431545710593,4.3693698039877855,Stromal,Tissue
cell3_31,2.868205005208776,4.228469485177142,Stromal,Tissue
cell3_32,4.35189963278317,4.4698573698543775,Stromal,Tissue
cell3_33,2.8692094848288483,4.41350340059757,Stromal,Tissue
cell3_34,3.1058211238967437,4.143603047830983,Stromal,Tissue
cell3_35,3.2940732975750184,4.840338748000283,Stromal,Tissue
cell3_36,3.275846265116462,3.8595972892801114,Stromal,Tissue
cell3_37,4.5084723366133534,4.643732290326093,Stromal,Tissue
cell3_38,3.152196928683343,4.08189862992769,Stromal,Tissue
cell3_39,1.8383102101715036,3.703209700037522,Stromal,Tissue
cell3_40,3.911390868019466,4.502490575338725,Stromal,Tissue
cell3_41,2.901051704373405,3.5473279670174613,Stromal,Tissue
cell3_42,3.004249011455824,3.7736346034713852,Stromal,Tissue
cell3_43,2.9957948934683927,3.6420264936697455,Stromal,Tissue
cell3_44,2.4676382195083315,3.5704663219967268,Stromal,Tissue
cell3_45,3.1325337150970904,4.560175709961141,Stromal,Tissue
cell3_46,3.1542104845406276,4.132240683611561,Stromal,Tissue
cell3_47,3.9229012074094003,3.864368284066057,Stromal,Tissue
cell3_48,3.1132964967229606,3.6297521438629663,Stromal,Tissue
cell3_49,3.5852842993404517,4.716923533619161,Stromal,Tissue
cell3_50,2.329223238489828,3.786514473485915,Stromal,Tissue
cell3_51,3.750319896582116,4.391116483740099,Stromal,Tissue
cell3_52,3.3376939165235893,3.6034290167822483,Stromal,Tissue
cell3_53,2.4531555540934344,3.235307831109724,Stromal,Tissue
cell3_54,3.0954767699762877,3.640848224016885,Stromal,Tissue
cell3_55,2.1947847694453166,3.8964531215143063,Stromal,Tissue
cell3_56,3.25028476182347,3.8376851453862986,Stromal,Tissue
cell3_57,2.4248129264649236,3.2019757261360104,Stromal,Tissue
cell3_58,2.754117415712236,3.559166181349435,Stromal,Tissue
cell3_59,2.794345288249175,4.097631049285706,Stromal,Tissue
cell3_60,2.7116274647156455,4.121506503462009,Stromal,Tissue
cell3_61,2.9639856051352464,4.307345824575505,Stromal,Tissue
cell3_62,3.068940052782363,3.454532656536908,Stromal,Tissue
cell3_63,2.8143352858696247,4.550688242565498,Stromal,Tissue
cell3_64,3.972773541217131,3.381672288207283,Stromal,Tissue
cell3_65,3.0912739912009153,3.4273094339948447,Stromal,Tissue
cell3_66,2.5712002604790447,3.670991674882697,Stromal,Tissue
cell3_67,3.53162510077155,4.254952381217498,Stromal,Tissue
cell3_68,1.9073920396903858,3.4792943785905566,Stromal,Tissue
cell3_69,3.4549223039644152,4.1388226237846375,Stromal,Tissue
cell3_70,3.607839082781949,4.667204950175867,Stromal,Tissue
cell3_71,2.821128760520023,3.4634539451830384,Stromal,Tissue
